Date,Story,Annotation,Annotation in Portuguese,Platform,Overall engagement,Engagement normalised per platform,Engagement positively normalised per platform,Post in Portuguese,Post in English,Theme,Sub-theme,Detailed status as of January 18,Summarised status,Appendix,URL
2022-12-16 22:58:12,,,,Instagram,27461,0.61,45386.22,"𝗖𝗛𝗔𝗡𝗖𝗘𝗟𝗢𝗨, 𝗕𝗥𝗔𝗦𝗜𝗟! 🇧🇷🇧🇷🇧🇷🇧🇷

No dia 6 de dezembro, com exclusividade, o Conexão Política noticiou a seguinte matéria: “Bolsonaro está convicto em sua decisão”.

Nela, Raul Holderf Nascimento, que integra este jornal digital, informou que interlocutores do presidente Jair Bolsonaro (PL) asseguraram que ele não participaria da cerimônia de posse de Luiz Inácio Lula da Silva (PT), em 1º de janeiro.

Ainda conforme a apuração de Raul, o atual chefe do Executivo federal analisou o cenário político atual e disse estar convicto de que não passará a faixa presidencial ao líder petista.

O decreto 70.274, de 9 de março de 1972, que traz determinações sobre a cerimônia, afirma que o presidente eleito deve ser recebido à porta principal do Palácio do Planalto pelo presidente cujo mandato findou. No entanto, mesmo constando essa norma, não há de fato uma obrigatoriedade do atual mandatário no comparecimento para a passagem da faixa.

Nesta sexta-feira (16), o portal Metrópoles apurou e confirmou a informação que foi antecipada pelo Conexão Política há 10 dias.

Sob a assinatura de Guilherme Amado, uma publicação sob o título “Bolsonaro bate o martelo sobre o que fará com a faixa presidencial” diz que o mandatário está certo de que não cumprirá com o tradicional rito.

#jairbolsonaro #ptnuncamais #bolsonaro2022 #direitaconservadora #stfvergonhanacional CONEXÃOPOLÍTICA POLÍTICA Jair Bolsonaro decide e não passará faixa presidencial para Lula BOLSONARO .MITO","𝗖𝗛𝗔𝗡𝗖𝗘𝗟𝗢𝗨, 𝗕𝗥𝗔𝗦𝗜𝗟! 🇧🇷🇧🇷🇧🇷🇧🇷

On December 6, exclusively, the political connection reported the following article: ""Bolsonaro is convinced in his decision.""

In it, Raul Holderf Nascimento, who is part of this digital newspaper, said President Jair Bolsonaro (PL) interlocutors assured that he would not participate in the inauguration ceremony of Luiz Inacio Lula da Silva (PT), on January 1.

Also according to Raul's calculation, the current head of the federal executive analyzed the current political scenario and said he was convinced that he will not pass the presidential range to the petista leader.

Decree 70,274 of March 9, 1972, which brings determinations on the ceremony, states that the president -elect must be received to the main door of the Planalto Palace by the President whose mandate ended. However, even though this rule is in fact, there is not indeed a obligation of the current agent in the attendance for the passage of the track.

This Friday (16), Portal Metrópoles learned and confirmed the information that was anticipated by the political connection 10 days ago.

Under the signature of Guilherme Amado, a publication under the title “Bolsonaro beats the hammer about what he will do with the presidential track” says that the agent is certain that he will not comply with the traditional rite.

#Jairbolsonaro #PtnuncaMais #Bolsonaro2022 #Chaps -conservative #stfvergonational Political Connection Jair Bolsonaro decides and will not pass presidential track to Lula Bolsonaro .mit",Other,,Online,Online,,https://www.instagram.com/p/CmPqeUPLTai/
2022-12-18 1:13:42,,,,Instagram,24433,0.54,45386.16,"⚠️O PRESIDENTE BOLSONARO PRECISA DO TEU APOIO! 

Não estamos de blefe, todos estamos ansiosos para que algo seja feito, no entanto, não podemos errar! 

SE VOCÊ ESTÁ FECHADO COM O MITO, MARQUE UM AMIGO, COMPARTILHE E MARQUE @bolsonaromitooficial PARA QUE POSSAMOS MOBILIZAR O BRASIL! 

📍Não saiam dos acampamentos

📍Confiem no CAPITÃO 

📍Não estamos sós 

✅O POVO DE BEM VENCERÁ, O BRASIL VENCERÁ! 

⚠️A NOSSA REDENÇÃO ESTÁ MAIS PRÓXIMA QUE VOCÊS IMAGINAM..

#urgente #jairmessiasbolsonaro #ptnuncamais #bolsonaro2022 POSSO CONTAR COM VOCÊ? EM BREVE o BRASIL SERÁ IMPACTADO POR ALGO QUE MUDARÁ O RUMO DE NOSSAS VIDAS!","⚠️The President Bolsonaro needs your support!

We are not in bluff, we are all looking forward to that something is done, however, we cannot make a mistake!

If you are closed with the myth, mark a friend, share and mark @bolSaromitooficial so we can mobilize Brazil!

📍 Don't get out of the camps

📍Confine in the captain

📍 We're not alone

✅The good people will win, Brazil will win!

⚠️The our redemption is closer than you imagine ..

#Urgente #JairmessiasBolsonaro #ptnuncaMais #Bolsonaro2022 Can I count on you? Soon Brazil will be impacted by something that will change the course of our lives!",Other,,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.instagram.com/p/CmSexpyNqbY/
2022-12-18 13:16:04,,,,Instagram,13989,0.31,45385.92,"Manhã de domingo e o capitão acompanhando tudo! PRA CIMA DELES, MITO! E a capa do celular? 🤔🤔

EXCELENTE DOMINGO A TODOS E QUE DEUS ABENÇOE PODEROSAMENTE A VIDA DE CADA UM! 

🚨DIA D SE APROXIMA 

#bolsonaro #bolsonaro2022 #ptnuncamais #jairmessiasbolsonaro","Sunday morning and the captain following everything! On top of them, myth! And the cover of the cell phone? 🤔🤔

Excellent Sunday to all and may God bless each other's life!

🚨Dia d approaches

#Bolsonaro #Bolsonaro2022 #ptnuncaMais #JairmessiasBolsonaro",Other,Prophecising a coup,Online,Online,,https://www.instagram.com/p/CmTxcYWugIc/
2022-12-19 13:46:13,,,,Instagram,14135,0.31,45385.93,"“FIQUEM FIRMES”, afirmou o vice-presidente General Mourão. 

✅VENCEREMOS! 

#jairbolsonaro #bolsonaro2022 #jairbolsonaropresidente #bolsonaro #ptnuncamais #generalmourao #lulaladrao #comunismonão #globolixo #cnnlixo #direitaconservadora #intervenção uol BOLSONARO MITO MOURÃO DEFENDE ATOS E DIZ A MANIFESTANTES: 'FIQUEM FIRMES' VENCEREMOS!","""Stay firm,"" said Vice President General Mourão.

✅We will!

#JairBolsonaro #Bolsonaro2022 #JairBolSonalStrisure #Bolsonaro #PtnuncaMais #Generalmourao #Lulandao #Communism #Globolixo #Cnnlixo #Choritaconservator #UOL Bolsonaro Mourão Defend Acts and says to protesters: 'Stay firm' we will win!",Strikes in support of a military coup,Prophecising a coup,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.instagram.com/p/CmWZsLsLSXu/
2022-12-20 2:54:05,,,,Instagram,35671,0.79,45386.41,"𝗟𝘂𝗹𝗮 𝗻𝗮̃𝗼 𝘀𝘂𝗯𝗶𝗿𝗮́ 𝗮 𝗿𝗮𝗺𝗽𝗮! 

Sabemos de fonte segura que, o ex-detento, conhecido por “descondenado”, não subirá a rampa por vários motivos. 

O 1º seria por razões de saúde, onde ele, o descondenado, encontra-se com gravíssimos problemas os quais estão sendo ocultados pelo consórcio de imprensa;

O 2º motivo seria o seu desgaste político antes mesmo da “diplomação” fake;

3º sua prisão com uma possível intervenção. 

LULA É UM C4IMINO5O SIM! 

SE VOCÊ ACREDITA NISSO, COMPARTILHE! 

#jairbolsonaro #ptnuncamais #lulaladrao #bolsonaro2022 #stfvergonhanacional #globolixo #cnnlixo ATENÇÃO BOLSONARO .MITO O EX-DETENTO NÃO SUBIRÁ A RAMPA! SE VOCÊ ACREDITA, COMPARTILHE!","𝗟𝘂𝗹𝗮 𝗻𝗮̃𝗼 𝘀𝘂𝗯𝗶𝗿𝗮 𝗮 𝗿𝗮𝗺𝗽𝗮!

We know from a safe source that, the former detent, known as “discount”, will not climb the ramp for several reasons.

The 1st would be for health reasons, where he, the discount, has very serious problems that are being hidden by the press consortium;

The second reason would be its political wear and tear even before the fake ""diplomation"";

3º Your arrest with a possible intervention.

Lula is a c4imino5o yes!

If you believe it, share it!

#Jairbolsonaro #ptnuncaMais #Lulalandrao #Bolsonaro2022 #stfvergonhanational #globolixo #CNLixo Bolsonaro Attention .Mito The former detainee will not climb the ramp! If you believe, share!",Other,Prophecising a coup,Online,Online,,https://www.instagram.com/p/CmXz2qstSYf/
2022-12-20 22:40:22,,,,Instagram,22518,0.50,45386.11,"AGORA: Presidente Bolsonaro e a primeira-dama Michelle, em lágrimas de emoção, vão ao encontro dos irmãos patriotas na Alvorada na tarde desta terça-feira (20).

#bolsonaro #jairbolsonaro #bolsonaro2022 #ptnuncamais #direitaconservadora","Now: President Bolsonaro and first lady Michelle, in tears of emotion, meet the patriotic brothers at Alvorada on Tuesday afternoon (20).

#bolsonaro #jairbolsonaro #bolsonaro2022 #ptnuncais #dereitaconservator",Other,,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.instagram.com/p/CmZ7nRGrowT/
2022-12-21 12:25:10,,,,Instagram,38386,0.85,45386.47,"Bom dia Brasil! 🇧🇷💛
•
•
•
•
• SEGUE @michellebolsonaro_oficial
•
•
•
#BOLSONARO #mito #Presidente #diferenciado
#bolsonaroreeleito2022 #bolsonaropresidente #Bolsonaro22 #Brasil #CarlaZambelli2210 #CARLAZAMBELLI #Zambelli #eleições #michellebolsonaro #bolsonaro #brasil #brasilia #7desetembro #dia7vaisergigante #22 #bolsonaroreeleito #presidentebolsonaro #primeiradama #primeiradamamichellebolsonaro #200anosdaindependênciadobrasil","Good morning Brazil! 🇧🇷💛
•
•
•
•
• Follow @michellebolsonaro_oficial
•
•
•
#Bolsonaro #Mito #President #differential
#Bolsonaroreeleito2022 #Bolsonaropresident #Bolsonaro22 #Brasil #Carlazambelli2210 #Carlazambelli #Zambelli #Elections #MichelleBolsonaro #Bolsonaro #Brasil #7Detembro #Dia7Vaisergigging #22 #BolsonaroBoSpabolSo #PrimeiradamoDens",Other,,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.instagram.com/p/CmbaAMrrzYg/
2022-12-21 19:08:37,,,,Instagram,74766,1.66,45387.28,"Deus abençoe você que leu ❣️ 
Segue: @michelebolsonarobrasil 
.
.
.
.
.
#michellebolsonaro #michelebolsonaro #primeiradama #bolsonarosim #bolsonaro17 #jairpresidente #bolsonaropresidente #jairbolsonaropresidente #bolsonaro #jairbolsonaro #michellenossaprimeiradama #somostodosmichelle #primeiradamamichellebolsonaro #bolsonaroorgulhodobrasil #bolsonarosim #FechadoComBolsonaro #JairMessiasBolsonaro #Bolsonaro38 #bolsonaro2022 #bolsonaroreeleito #bolsonarotemrazão #bolsonarotemrazao
#bolsonaropresidente2022 #presidentebolsonaro #bolsonarobrasil
#brasilcombolsonaro.","God bless you who read ❣️
Follows: @michelebolSarobrasil
.
.
.
.
.
#michellebolsonaro #michelebolsonaro #primeiradama #bolsonarosim #bolsonaro17 #jairpresidente #bolsonaropresidente #jairbolsonaropresidente #bolsonaro #jairbolsonaro #michellenossaprimeiradama #somostodosmichelle #primeiradamamichellebolsonaro #bolsonaroorgulhodobrasil #bolsonarosim #FechadoComBolsonaro #JairMessiasBolsonaro #Bolsonaro38 #bolsonaro2022 #bolsonaroreeleito #bolsonarotemrazão #bolsonarotemrazao
#Bolsonaropresid President2022 #Presidentabolsonaro #BolSarobrasil
#brasilcombolsonaro.",Other,,Online,Online,,https://www.instagram.com/p/CmcILQgL2tj/
2022-12-22 13:01:53,,,,Instagram,21409,0.48,45386.09,"Mulher virtuosa ❤️
@michellebolsonaro
•
•
•
•
• SEGUE @michellebolsonaro_oficial
•
•
•
#BOLSONARO #mito #Presidente #diferenciado
#bolsonaroreeleito2022 #bolsonaropresidente #Bolsonaro22 #Brasil #intervenção #sosffaa #ffaa #eleições #michellebolsonaro #bolsonaro #brasil #brasilia #forçasarmadas #patria #22 #bolsonaroreeleito #presidentebolsonaro #primeiradama #primeiradamamichellebolsonaro #patriaamadabrasil #direita #direitaconservadora","Virtuous Woman ❤️
@michellebolsonaro
•
•
•
•
• Follow @michellebolsonaro_oficial
•
•
•
#Bolsonaro #Mito #President #differential
#Bolsonaroreeleito2022 #Bolsonaropresident #Bolsonaro22 #Brasil #Intervention #SOSFFAA #FFAA #Elections #MichelleBolsonaro #Bolsonaro #Brasil #Brasil #Petry #22 #Bolsonaroreeleito #Presidabolsonaro #PrimeiradamichelleBolSil",Other,,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.instagram.com/p/CmeDADarA_C/
2022-12-22 17:46:55,,,,Instagram,25406,0.57,45386.18,"𝗔𝗴𝗼𝗿𝗮 𝗲́ 𝗢𝗳𝗶𝗰𝗶𝗮𝗹: O Diário Oficial da União publicou a aprovação do regimento interno da Consultoria Jurídica junto ao Ministério da Defesa, que passa a ter a atribuição de “fixar a interpretação da Constituição”.

A portaria normativa é assinada pelo advogado-geral da União, Bruno Bianco. O corpo jurídico passa a exercer, a partir de agora, oficialmente a função de interpretar a Constituição.

Art. 1º À Consultoria Jurídica junto ao Ministério da Defesa, órgão de execução da Advocacia-Geral da União, nos termos do art. 2º, inciso II, alínea “b”, da Lei Complementar nº 73, de 10 de fevereiro de 1993, compete:

I – prestar assessoria e consultoria jurídica no âmbito do Ministério da Defesa;

II – fixar a interpretação da Constituição, das leis, dos tratados e dos demais atos normativos, a ser uniformemente seguida na área de atuação do Ministério quando não houver orientação normativa do Advogado-Geral da União“.

#urgente #intervenção #ptnuncamais #bolsonaro #jairbolsonaro #jairmessiasbolsonaro #bolsonaro2022 #ptnuncamais #lulaladrao #stfvergonhanacional #direitaconservadora #olavodecarvalho #bolsonarotemrazão #globolixo BOLSONARO .MITO Terra Brasil Notícias EXTRA: DIÁRIO OFICIALDA UNIÃO PUBLICA APROVAÇÃODI QUEMINISTÉRIO DA DEFESA PASSA A SER O ÃRGÃO QUE ""INTERPRETAA ACONSTITUIÇÃO""","𝗔𝗴𝗼𝗿𝗮 𝗲 𝗢𝗳𝗶𝗰𝗶𝗮𝗹: The Federal Official Gazette published the approval of the Internal Regulations of the Legal Consulting with the Ministry of Defense, which has the attribution to “fix the interpretation of the Constitution”.

The Normative Ordinance is signed by the Union Lawyer-General, Bruno Bianco. The legal body starts to exercise, from now on, the function of interpreting the Constitution.

Art. 1 to the Legal Consulting with the Ministry of Defense, the execution body of the Attorney General of the Union, pursuant to art. 2, item II, point “b”, of Complementary Law No. 73, of February 10, 1993, is responsible:

I - Provide legal advice and advice within the Ministry of Defense;

II-to set the interpretation of the Constitution, the laws, the treaties and the other normative acts, to be uniformly followed in the Ministry's area of ​​activity when there is no normative guidance of the Attorney General of the Union ”.

#urgent #intervention #ptnuncaMais #bolsonaro #jairbolsonaro #jairmessiasbolsonaro #bolsonaro2022 #ptnuncaMais #lulalate #stfvergonhanacional #conservative #olavodecarvalho #pocketonarotemrazão #globolixo bolsonaro. ""Interpretaa Ternity""",Calls for a military intervention,Prophecising a coup,Online,Online,,https://www.instagram.com/p/Cmejnu-LWEo/
